protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	
NP_055726.3	12.223507648292488	-4.078707547167418	8.484496631728629	13.924140636891275	-6.340326376707332	-3.89943029883451	-1.0208475960429615	0.8589215358151215	2.6757313163398906	-5.7282854086736785	
NP_005148.2	17.42544617185964	-11.449667992602878	5.7609517641490635	-0.22063402340300695	-2.3348904676500433	1.8478687764965112	1.3582381966118053	2.071312487921928	-0.30081086257652856	-2.4933529418296647	
NP_005149.3	16.14687336506602	-11.04922209018231	6.260791365662237	2.2383157930281086	-1.2605341549935232	-2.767718121542863	-0.651406156458761	2.581484194108165	2.3270637394641125	-2.3175630281261927	
NP_001096.1	-10.101944687583487	-0.7543281901652668	1.7235410621348035	0.00021002568713382463	-0.09699665456759912	1.5991690720567378	1.3690768015684938	-2.6723004520087614	-1.7103441388078064	-1.302176878916241	
NP_004293.1	-12.067568713887098	0.4106296121655492	-2.6042592430641975	-3.272423160811456	0.20950993705296914	2.12648384191757	0.11417905250042988	0.25754300874599817	2.959693634066594	0.5883391103647121	
NP_001607.1	-11.652185191597813	-3.482880316952866	-2.9805108157236306	-4.295941569292112	0.6837673176257674	-3.365871142414555	-1.117427558989921	1.8310390227860824	1.6409037049564632	0.3223772329655596	
NP_001097.2	-10.858752484449155	-1.8961043137977869	-2.068330157425283	4.060111712192015	3.4201538584873887	-1.5642023190876186	-0.04457022657544133	3.9785642130038306	-0.712946623302043	0.039012300321404916	
NP_000011.1	-11.529562788412132	0.5806986339038184	0.4267435845373907	2.574197017331181	-3.2813415407133735	3.2663417571027997	-1.9380348717743534	-2.3133277762636038	-3.154816557860228	-1.8139920379145347	
NP_064632.2	-5.891047293830326	-3.6753254338684953	-1.2472616250253399	2.5589285233478627	1.2817441139736079	1.7672340584970172	-1.6279155852680678	0.16070128596258387	-0.7600933632626125	0.27421437659206843	
NP_079152.3	-9.860372976933954	0.7772469504216247	1.7610612241551085	3.3836678370285096	1.991554454350326	-2.779101794489115	2.801490026612062	-0.03629166862172824	3.226141089476527	0.07466559756544358	
NP_005154.2	-10.319540593655214	7.380104368449981	2.5378959722219325	-1.5800124306949	-1.4247862375173128	-2.3682905501258293	-1.5762722596891798	1.9955777851238257	-0.5942704396759473	2.364125354482847	
NP_001617.1	-12.35840025732156	2.0872235813295656	-4.565256313175843	0.5539323998833551	1.9387489080916465	0.6973986577385203	2.7620708612285876	-0.6907336022972831	-4.250655247184388	0.8216193504994105	
NP_005456.1	-11.722243639083272	2.5863285811766237	0.7692530076561191	1.3797252237892148	3.84404070929738	-0.6341326497000569	-0.2990633985035911	-1.711134222365201	-1.9033406779021487	1.9132325724319672	
NP_004295.2	31.10188379966697	-14.979021041075708	-2.5682294174200475	1.7334052792991481	4.599396085106276	-3.417399694110899	6.427019737320517	3.500446900626916	5.701412013180035	-1.8016741929782327	
BAA36547.1	-7.870159790666916	1.1753729180252777	2.349880238499201	-1.444631094693591	4.523327736866629	-2.859490724850021	0.19944390914976268	1.2390865014909398	-2.7659779523567947	1.8595727251766652	
NP_006243.2	-10.996039523738753	-3.481623052393866	-2.168323214210233	-4.115763219676672	-0.12319958557491195	4.690213701415389	1.986024744591014	-1.66466803871618	-1.3559770365424153	2.444381682594313	
NP_848605.1	-1.9725594211248125	-3.655924454042615	-2.392857114601697	1.7959995248144787	-6.169640492183782	-4.236381945766085	8.707993679737829	0.5931157844216124	1.8986035852355356	-0.4410221287369457	
NP_055655.1	-2.8135166149808493	-0.8290748824090463	-0.39688578734172325	0.09828213086172305	1.9597084802790408	-1.8904039726074862	-0.3632035476064459	-2.029775330397515	1.644235978878982	-1.4140827842260049	
NP_005914.1	25.381948573981386	0.9103469488418672	-4.1309453990437985	-3.2942196728572526	1.3966542384796872	0.8750962425670192	-0.7273610166021318	0.31047337611675846	-5.124017963317818	-0.2771619276640256	
NP_004663.3	21.790056682621728	-6.080776273463259	2.2551599872565125	0.5146592535055952	-9.353147930683079	3.168197870051218	-5.736767566696679	-1.3626531140514908	-4.0427643048833675	-4.381634734952561	
NP_003591.2	-15.5221088792637	0.8446076490143719	0.19557546499536954	3.022165037615592	-0.4077104847540509	0.04346166651402041	-0.6952025920209334	-1.7011638335793609	-0.9051485417661032	1.5606428471849745	
AAH00442.2	-17.43971516164239	-1.039465174064986	0.348927195476281	-0.5679597897538364	1.9681848061210405	-1.5817296807402939	1.5384149340662503	-0.54046236485663	0.3403801827081753	0.36321690965093373	
AAC77369.1	-20.284798087589607	0.7717661228995214	-3.8480697628542924	-0.10619823814351154	-2.456373136397098	1.0741640365119849	3.8157678154248806	-3.5922184554564085	-0.33785490972742777	-1.4616235365663548	
NP_001690.2	4.722576534941184	-3.595991687443714	0.8726263792777739	3.880530532268414	-1.9610045839663348	1.0861777718768781	-1.7737699660314195	3.611298499346173	-1.708688036587131	-1.2250744601090575	
NP_060063.2	-3.558539219216423	2.0651748446999054	2.5473045940023993	0.9385576531353619	0.08727930149281837	-2.3789893696238407	-4.275836871591481	-1.068455441642287	1.9224083673623782	3.965805926875763	
NP_001706.2	-11.704509711399583	-2.0426250067711695	-1.5320556827058665	-0.6655311793892901	1.6085277691487239	4.784045348622234	1.2426249450103475	0.27469862891100305	3.5169782895445385	-1.3182134288404048	
NP_004320.2	-10.853577962769023	-2.425114865397642	-4.634362718947819	-1.5939077524872225	2.56188655950207	1.5211670181137553	1.8922118314575094	-1.1463703074653995	6.197089389795305	-1.4124374722043989	
NP_001194.1	-11.146408142336968	-1.067241562533796	-3.5181748650700664	0.48698386690633544	2.9241751635442417	0.7414618846233152	0.8474953654741019	-1.344772422767414	5.797432198419091	-2.4981361585605453	
NP_001195.2	15.440409675138888	2.2013545179215273	1.8812898169409729	1.4539301988666549	2.4487997353713777	-2.8998069223088785	-4.574053796597376	-2.200977228428359	6.143462772820914	-5.841557915000443	
NP_001712.1	-4.0116996474390545	3.5813575090079817	1.155937661634328	-2.1507402701860747	-2.4977140699479623	-2.0386360062419624	-2.824936441425487	-0.7011895550873647	4.580519948118194	6.866983291353572	
NP_004324.2	0.8396393418665357	-2.4764644236909303	-1.1712585190973464	2.7574741706079235	1.3165796436839776	1.8134201270339745	-0.2399166635844824	5.569264825682041	1.9435172443738977	1.503551443584319	
NP_005966.1	-14.386644666247589	-0.5632342105266374	-4.994014575640816	-4.160676162990244	-3.689090597348376	-0.6928984929536981	-2.801154509027545	-0.01150659238785069	-0.8554823532088688	-3.9263611484395096	
NP_115806.1	2.7393028459722353	-0.1069473589962695	4.496925395633228	-5.362124304511347	6.464579049808633	-4.045729113622399	-1.6421390198052062	2.044783758767569	2.9808130850558165	-2.591315956937763	
NP_003948.2	-4.237342967364811	-0.3658377517248227	0.8288685709245521	2.7244319296808315	-0.32079397195361936	-2.9068403906260794	-4.300850385493942	4.671754818553662	-3.5537625191599655	0.7224961078076124	
NP_000052.1	-5.1531956114487025	0.22760746609200022	-1.9396602748440286	-0.8616547904435743	-0.2415636724554394	5.029408758973111	-0.15503969126308412	3.6804000345707513	-3.108772968638952	4.303803907780196	
NP_003647.1	-16.032139572516094	2.891760655728	-0.5771114013660819	-0.47410276896488485	2.539887431659869	0.5735025477464606	-2.1333282920945185	-0.5050177712763745	-1.4289060374111342	-1.4490515719310655	
NP_065130.1	-16.288173975617976	2.234966014726803	3.5738140438283157	1.7275096117102224	0.31860346418841956	-2.004014991333719	-1.0280015179955466	-0.01253082031480759	-1.112909072739431	-1.083055471256539	
NP_065172.1	-11.447568592873726	1.061328541288118	0.628436977795065	-1.1661698881241858	1.5786747865918747	-2.7477508350734206	-0.3853909422426893	-3.4490845201923386	-2.3197772771081455	-2.63603498936543	
NP_741960.1	-11.260486281102219	-0.03570335007303807	-2.037826321802326	1.8378092758867206	2.0306860421442123	-0.16459891987612857	-4.214872791419767	0.12443383899235907	2.1453496067697273	-4.670070708325908	
NP_001211.3	-4.184093419432792	-10.9901161254831	1.4625050915746225	-2.4222573696598393	-0.9593541084482161	5.880000337013269	-1.7604409557780503	0.09483469203755449	4.705374083925699	2.260698337530143	
AAD20442.1	-10.938075570422654	-2.057904497424627	-1.106378631446398	-2.6958403031739917	-1.28371895086602	4.236785945164607	-1.526528123960516	1.8899502515637414	4.1918161313701345	-0.04814576728742527	
