protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	
NP_055726.3	8.432574558335805	-5.911552863080625	-5.796333473144752	-3.17223147701373	-5.88082982127709	0.29453755091430256	-6.81448271028759	1.9763107199416237	1.2929695295629138	-0.43212052048071586	
NP_005148.2	16.903973701033586	2.48669265761513	-3.3821729843419255	0.12463037042989697	0.513483762155709	-4.7152492829900945	-5.586125638721005	0.4092341016591342	-2.6920304886687783	-1.4038991832068457	
NP_005149.3	21.48098240911066	-7.088400293030566	-8.48641013529273	-3.174281077230042	0.3866438692003387	1.0833539677930555	3.914278162885548	2.7324193152001968	-1.0108281327944895	-1.4015923821783385	
NP_001096.1	-12.63812035536061	0.8752580625698312	-1.0896100515895872	-2.8859373145072027	-1.2802263877681745	4.044948808355794	-0.326951194487655	-2.4080077400800106	-2.4155426736328502	2.2469966714286294	
NP_004293.1	-14.400814712646383	4.4312934294944615	3.8569039190319208	0.6738474653855886	2.6697804102728955	-0.2829970254944401	-0.8893334111168022	-0.16832048252590975	-2.015222363454872	1.260987076373573	
NP_001607.1	-13.80174498591184	1.7233839731976022	1.7720908631229515	-4.103077422413906	0.4949768425779371	-1.9418186871092378	1.4690109033070884	2.5084636374956095	-3.798569895055246	-1.3062205408075698	
NP_001097.2	-12.204247419597902	2.586723618173284	-2.261620190277961	-0.9392431236364236	3.0288115895236216	0.2219185076372247	0.38257297456866546	-0.4667375876541525	-2.0383679515867574	1.2470647894816522	
NP_000011.1	-14.28738721648811	1.5074807311039642	0.2592010841886667	-1.241705289526952	-4.6192100955147035	3.808864952010805	-3.602559223340446	-2.338412829388148	-2.3037209909961884	0.26425394527636537	
NP_064632.2	-4.54422545564019	-2.6843502880231993	-0.42719480596027515	-1.3741113481007865	1.3026707363877912	-1.0781426136579966	-0.503237928559236	-0.32413395954500596	0.658063758141449	-2.9419854512790296	
NP_079152.3	-9.967169300277915	-4.954403713688448	1.6431156088219434	3.048728872923887	0.8537468780040585	0.2914474987896073	-4.317579801222185	1.416269284285566	0.8430099279826465	1.2645191747061857	
NP_005154.2	-10.822148484724975	-0.7513965678566608	0.8237822531570462	4.21322160836558	1.7028984864629373	1.8977994326563208	1.362933859369747	-2.4139163948958813	-0.3790319859238982	2.6173016165176706	
NP_001617.1	-14.159989612391458	-0.5584815464198235	5.4144817526502855	-1.826736193072298	0.2369422824577307	-0.5622170109534202	-0.8176329645586315	-1.900769875609043	1.7693003996335976	-0.18146895246645556	
NP_005456.1	-12.206396008991694	-2.3342924638181697	0.3772864793414421	7.805117238326942	-3.5011697159691395	0.3186043373172239	2.63485014220372	1.3138912813039785	-0.36559452260299713	0.0020777951890622957	
NP_004295.2	31.767722142220457	4.119872250909725	-6.61664309672204	-6.95651540424113	9.088784875349006	-6.038798160138503	-8.429749815279203	7.933368275683529	1.216902614224147	-0.1741172782723739	
BAA36547.1	-12.811131187705621	6.357516919903544	2.680048287349726	-1.901348902768499	-4.616627474795859	1.1880910713602613	-2.39051683356781	-5.754743843686923	-0.9409634068859937	0.814227515995733	
NP_006243.2	-12.963917596050523	5.294928709077292	2.3713069305773367	0.4951424627321647	1.999894113019561	0.9077452884114816	-4.913163330780347	-3.6746170810701235	-1.3066861319798715	-0.37685131808799033	
NP_848605.1	0.1249235737045664	-4.011231345154541	5.27558019904681	-1.0988034188917026	-0.46752688196665787	-0.7987087967321945	-4.204161903368199	2.0462186006888876	-2.9504211575557373	0.036078747455589796	
NP_055655.1	-5.848369337066298	2.4740908348097435	0.9066253345167329	-1.1666999941073597	-1.1314465236633444	0.7111150432823827	3.1017024398220405	-0.25761486131591416	3.0081874456049804	-0.5007140918829022	
NP_005914.1	27.89139419570513	7.750329152661527	9.323695297178945	0.9533458390864912	-3.1601841861649063	-6.85228198720101	-1.3205728289767518	-0.6914109896373756	4.1303148965729175	0.09042039501333503	
NP_004663.3	29.845422381276208	-9.269976679780264	0.3813001216494485	4.32509889705176	-9.361517128469464	-3.341983122306616	-4.8490543096918035	-0.552636522859329	0.5392788804295019	-0.3231589474183294	
