protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	
NP_055726.3	10.92162749603436	-8.080000397100498	8.008135282003371	-9.18258018086072	-10.445845899717437	5.950454190018903	-1.5241754688337559	0.6622192453401126	0.4541262552277187	-3.135721292716819	
NP_005148.2	16.63128186078824	-13.195623357186173	7.170469439993705	1.8177187158009875	-1.2005552529337322	-1.8167914536371126	2.6892181302463114	1.3733556789949273	-1.1505611001427463	-2.304365909206571	
NP_005149.3	14.607149516461556	-12.872349550784683	5.242703180216091	-1.7230158645549056	-3.2765953525737648	0.847854183938285	-2.3807745546580374	2.804537857761336	0.6745031061289845	-1.213421293863327	
NP_001096.1	-10.582347338769903	-0.3847967466456786	0.15024697233987497	0.09154997226393997	-0.20234416842713185	-1.0096272763461915	2.2611051310911385	-2.390959652014128	-0.7200106934521061	-0.8574986538182694	
NP_004293.1	-13.018319346847473	0.6689269684005779	-3.253615620868051	4.352661419998321	1.735426437279523	-0.08390319801492307	0.17278185868296095	1.3933559132662425	3.397864769879281	1.4860835765232578	
NP_001607.1	-12.508795269416463	-0.5146997359095294	-1.7580698986103585	2.4964991518016664	0.8023781388871151	0.2563562295002596	-4.515845311982342	0.5131059292072713	-1.2394253379571456	-0.8139163935120742	
NP_001097.2	-9.179590757746274	1.043996627748023	-0.4882982700533161	-3.6999390297609946	1.2177862592956294	-1.9233277704585843	-1.6382216586041345	4.086841517926139	0.4397497457982186	-1.6821446001899512	
NP_000011.1	-10.564070668618688	1.8796743915381255	1.6519494612345655	-2.433319135965205	-0.5972605934857905	3.4755951075663862	2.66163017393292	-2.767018980608474	-2.136122584431993	-1.6206376914474498	
NP_064632.2	-5.669237223289133	-4.299302601953149	0.4365834882230058	-3.2191328217796964	0.46307348895140144	1.2239835009688276	2.7491296809376573	-0.21200169231670257	0.5240790766026248	0.1204916163250338	
NP_079152.3	-9.280201610051089	0.9485572775429579	1.6492439633261091	-4.240962089273788	-4.103472797727934	-3.070602135763181	-3.648218908364072	0.07472689555630807	2.254180115287649	-1.1024526026303316	
NP_005154.2	-9.899030214335616	6.834259158159817	2.7468946173194158	0.8658406053341959	-2.225962722944266	1.0821775617141713	-1.1760497716789904	-0.39504803705218994	0.3427098014248451	2.1632763111905247	
NP_001617.1	-12.173456555952102	1.7986061804052471	-4.236494686032779	-1.297988134984435	1.5665180509228476	-1.9804075716307767	0.6751889169382425	-0.9739150707706336	-2.853123689202487	0.003652063190403321	
NP_005456.1	-11.598978916077513	1.8691535916856405	1.045021298230457	-2.5783582869608326	2.265752120178926	-0.8740483802710788	-0.6262706015368451	-2.2152319912061103	-0.5472540540562271	2.236334759932504	
NP_004295.2	30.444433914901825	-16.089180015495938	-2.5146661277464424	-1.4615341316500285	-0.20442916720592044	-7.221957869091136	-4.797324727778535	4.152445389534412	3.3381349173663692	-1.7178243628822865	
BAA36547.1	-7.491238936716014	4.216850435072412	3.0024452361151575	-1.53705739450462	3.3164746713458375	-1.7236440541872071	-5.1802021529661335	-0.4953380912590178	-1.7386860491157616	1.0300885214616862	
NP_006243.2	-10.126122132992387	-2.0476617227811005	-2.276284167368199	5.822441421201501	0.8080615514245348	-2.30599437530624	5.715279763888549	-0.12264036609046491	1.7855305282038014	0.4942935388701979	
NP_848605.1	-2.175429741402838	-6.007458903963762	-5.526126873210305	2.642596759611615	-10.907413127663615	-4.903260218197366	0.06697384749264196	0.3665003309682696	-0.5489563790163159	-0.9641463128410531	
NP_055655.1	-2.9070860288533935	-1.5771058957813089	0.5141587319616012	-0.20209025035322684	0.8852468450798914	-0.6254454594490785	-2.888634737808818	-1.968518134623722	0.5998241395502818	-1.0552438807882185	
NP_005914.1	25.47792893198043	0.07090604147928393	-3.5505334293855215	1.2888759706667114	3.715182756319629	1.3995211281317925	-0.14863037108071878	-1.4030749383045824	-4.420165005899397	0.9852573506531328	
NP_004663.3	21.256808633615076	-6.419717632986784	3.1549716799474115	1.6869702992247895	-1.4230295949599556	8.816881840974897	1.4404599986399058	-3.956570330243084	-3.1013454456300256	-1.3951661932078832	
NP_003591.2	-15.288157571342639	1.7991277341112406	0.2054248600373422	-4.172761594606804	-2.1546527971257325	0.3732416327870266	-0.5604441793785591	-2.5365602635509594	0.6835048022469897	0.2790691797626838	
AAH00442.2	-17.577264602616946	-0.5738411009518846	0.2524534836636529	-0.5653190097518361	-0.1343474892782366	-3.244031625176888	-2.0611987673278773	-1.318130737154375	1.1120513145920476	-0.4847314019539601	
AAC77369.1	-20.963173274300924	-0.252955928691713	-4.522729528486035	0.657026370797494	-3.4499421829192056	-0.9714802393664317	2.076856723514034	-3.495348454893739	-0.06803527720468729	-2.650995167298725	
