#	Schneider.lag1	Schneider.lag2	Schneider.lag3	Schneider.lag4	Schneider.lag5	Schneider.lag6	Schneider.lag7	Schneider.lag8	gGrantham.lag1	gGrantham.lag2	gGrantham.lag3	gGrantham.lag4	gGrantham.lag5	gGrantham.lag6	gGrantham.lag7	gGrantham.lag8
NP_055726.3	0.2816251354166664	0.3029946850886342	0.2950114342379959	0.2914778808777425	0.2985973493723852	0.28686242931937184	0.28038946645702295	0.2981645624344173	8431.314583333333	9282.96558915537	8743.441544885178	8591.006269592477	8711.598326359832	8898.33612565445	8457.99895178197	8587.895068205666
NP_005148.2	0.3405258724534987	0.3677308306737585	0.35449320319432076	0.35382569271758424	0.3516404542222223	0.3535634715302488	0.35938380053428326	0.361611491978609	8996.483613817538	9718.343971631206	9330.723158828749	9203.19271758437	9290.00088888889	9240.185943060498	9328.880676758683	9860.822638146168
NP_005149.3	0.33130172052401724	0.35095292832167746	0.3441741618547673	0.3377834649737296	0.33912834618755444	0.35148808771929807	0.3461819859525898	0.34970954657293496	9351.2192139738	9777.159965034965	9448.570428696414	9446.829246935202	9560.312883435583	9628.123684210526	9755.618086040386	9973.182776801406
NP_001096.1	0.344770994094488	0.36267903155818515	0.35055656521739126	0.3444002990099008	0.3409760873015874	0.3567260397614313	0.35937464741035846	0.35300009381237507	10902.838582677165	11233.400394477318	10609.95256916996	10968.988118811882	10395.521825396825	10865.662027833003	11241.195219123507	11060.481037924152
NP_004293.1	0.35760695436507933	0.35349505765407563	0.3594349601593623	0.3617971796407185	0.35856410000000016	0.3714069498997994	0.37468386947791116	0.3717146921529172	10619.422619047618	10830.320079522862	10118.217131474104	11000.838323353293	10417.242	10610.693386773548	11550.953815261044	11352.390342052315
NP_001607.1	0.3289302695312499	0.35632534442270025	0.376536168627451	0.3750683752455797	0.3649176456692915	0.34098016568047357	0.3606180335968375	0.35627778811881144	10718.33984375	11066.334637964776	10572.835294117647	11112.534381139489	10876.458661417322	10221.499013806706	11042.482213438736	10885.469306930692
NP_001097.2	0.3527415636007823	0.360028607843137	0.4003514027504911	0.38231299015748027	0.37679716765285964	0.35160388339920934	0.3627539207920789	0.36271933333333295	10946.512720156556	10818.150980392156	10761.85068762279	10939.4468503937	10743.447731755425	10299.873517786562	10982.075247524752	10833.003968253968
NP_000011.1	0.358195258964143	0.36951191417165674	0.35311168400000004	0.36060669138276574	0.3434692168674699	0.36492532394366184	0.37865780443548375	0.36908904646464613	9922.87250996016	11032.852295409182	10261.742	10380.781563126253	9957.004016064257	10851.092555331992	11259.592741935483	10602.058585858586
NP_064632.2	0.3681689535603712	0.3790797829457364	0.3800919549689441	0.3576875956454115	0.36541261682242937	0.35993011232449257	0.3808665640624998	0.3634164945226915	10001.348297213623	10070.768992248062	10005.7950310559	9451.797822706065	9701.56230529595	9737.195007800312	10145.0390625	9529.24882629108
NP_079152.3	0.3632663664825045	0.38071136346863454	0.3749982181146025	0.338110762962963	0.3601621447124303	0.3516235260223049	0.3813712160148977	0.3422684794776118	10552.939226519336	10644.79520295203	10681.946395563771	9940.837037037038	10409.43228200371	10358.92936802974	10431.553072625698	9869.54291044776
NP_005154.2	0.3825262609603339	0.39342362343096227	0.4191127840670863	0.4362515189075629	0.3804672926315791	0.39940852953586486	0.41156292600422856	0.40739291737288114	9527.179540709812	9982.18410041841	10264.247379454926	10261.32142857143	9565.837894736842	9889.145569620254	9739.076109936575	9763.783898305084
NP_001617.1	0.39783221249999984	0.38853828810020874	0.42591153974895407	0.4351181174004189	0.37108289495798347	0.39331754947368386	0.40656385443038007	0.4069129704016911	9956.283333333333	10114.797494780792	10346.378661087867	10672.549266247379	9715.976890756303	9823.044210526316	10000.95569620253	10104.207188160677
NP_005456.1	0.38312376569037626	0.4108077379454925	0.41089981512605045	0.43844727368421027	0.3859174240506332	0.4098924228329809	0.40651179661016973	0.40798563694267476	10145.966527196653	10607.41719077568	10421.54831932773	10689.768421052631	10072.803797468354	10080.646934460889	10281.523305084746	9993.498938428875
NP_004295.2	0.33174009203211835	0.32847989740420264	0.33431459616573833	0.34179057611386077	0.34064654365325	0.3408643395291196	0.33788876007439456	0.3441239230769221	9941.123533045089	9867.38566131026	10024.079158936302	10456.290841584158	10181.91640866873	10275.041511771995	10290.60570365778	10243.825062034739
BAA36547.1	0.38616551001821464	0.383203616788321	0.3812789542961608	0.37309828571428527	0.3636851577981646	0.38708253860294095	0.3809616040515651	0.39106431365313576	10095.032786885246	10635.839416058394	10379.502742230346	10327.912087912087	9618.867889908257	10423.96875	10000.795580110498	10591.99446494465
NP_006243.2	0.37936492196007254	0.36833735454545447	0.37060151912568257	0.3720003941605834	0.34924056672760473	0.37246135714285716	0.3751739614678897	0.37499241360294094	10119.480943738658	10653.40909090909	10407.402550091074	10264.936131386861	9316.029250457039	10190.326007326008	10250.311926605504	10276.67830882353
NP_848605.1	0.3725704345549741	0.3534947024901705	0.3712579396325461	0.3470925387647829	0.3536590263157897	0.37575882213438744	0.36088320844327176	0.3540608454425366	10337.020942408377	10027.909567496723	10002.173228346457	9757.31011826544	10260.384210526316	10787.355731225296	10433.076517150395	10075.155878467636
NP_055655.1	0.3834690348484839	0.3857922488619116	0.3877987583586621	0.37601107458143024	0.3729518826219506	0.36832138167938877	0.39028647706422037	0.3894616232771823	9742.015151515152	10244.353566009104	9616.510638297872	9884.009132420091	9525.49237804878	9305.955725190839	10169.045871559632	10056.750382848391
NP_005914.1	0.363018235979606	0.3682043316326525	0.37528708752735224	0.36650170948905075	0.36203920891161356	0.37877442836257275	0.3626346634967074	0.3844459553440698	9937.690458849234	10236.874635568513	10078.783369803063	10146.067153284672	10180.684441197955	10271.331140350878	10118.007315288954	10370.247437774524
