protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	
NP_055726.3	18.856512893615776	-20.904382809446123	-0.018314238929547328	-1.4097279619003509	0.8843468809639513	0.5893488704599839	5.535168082156119	2.2487122291948873	-1.5818641437675307	-0.2337712365085178	
NP_005148.2	17.898397208791174	-8.301712575461565	6.575893522127055	0.06996901821768638	5.2015157524977225	0.2902382638483109	-0.5594068124522735	3.166487058120908	-2.537663739483359	-2.3022541679063244	
NP_005149.3	22.86507232400093	-12.528914384757165	-4.013216739469942	-3.453340733774508	-1.4792942825519073	-3.029375544936093	0.8147728051449435	0.12210553773363604	-0.044065932478765835	1.4944021119323154	
NP_001096.1	-9.882432703290574	-3.4532368891115293	2.164661634773576	0.8413836353490434	-3.7371251362450395	0.7944440964551334	3.9307097410468805	2.404519536555123	1.0987651649581525	1.9761587640369869	
NP_004293.1	-10.787571539490454	0.4917809693149606	-2.7328697678827707	1.1667791857550935	4.2105838938714975	0.688892574425747	-0.718383925791216	1.453510247525869	0.9693187198336732	1.2108497400683165	
NP_001607.1	-11.047707329778534	0.00899364397573918	-4.119210918533126	1.3378425259653701	-3.6294721231667473	-4.265158794048094	-0.6785193180721688	-0.21515522765473666	-1.8278719012971802	0.6201453414248856	
NP_001097.2	-12.053120281553692	-2.378023042582051	1.8367486350129854	-0.32482895728466016	1.5480165889858117	1.494912887836074	1.5869950296145015	-0.5606037869604151	-2.2275255283500357	-3.8184368654175738	
NP_000011.1	-10.480525731673996	-5.325416246507528	4.276175958532172	2.8111750584541166	-2.3459455143578776	3.196065829182571	1.2461619374300892	2.394584260658501	1.430400040759062	2.068925433464904	
NP_064632.2	-5.063608469937529	6.08014892288952	-1.5476629254062044	-3.424482154502777	-1.0543595361696279	-0.9433200106961386	-1.5496004968150234	4.234192577486936	1.2773641270647622	-0.20632899308228128	
NP_079152.3	-9.979503724294528	-0.602278356171491	-1.712556115676888	-0.8532257120791092	2.057099410303534	0.1884600087761762	-1.3991269392657157	-1.1206011860910174	-2.529127021687618	1.1297460098690386	
NP_005154.2	-15.889075399879099	3.5835632978069394	3.088491897184165	-1.678484288991437	-1.9347605347266215	-1.2170849841065836	-0.8538431756126327	1.9196241690590323	0.0015492538406981812	-0.24198103078833527	
NP_001617.1	-13.721084911810863	5.452087009553678	1.1543771999797152	2.8806926953573404	-0.7563021199884605	3.0993129376247706	0.8356776886825752	-1.4394780994041767	1.2928066147043242	-2.980809062106648	
NP_005456.1	-13.12107339136888	-1.9235104136891468	0.500191501313054	1.4055260297013035	2.205624110325481	0.8031289335303794	-2.960994772183787	-0.9847346957644612	-1.1914056545375702	-1.1777608102677273	
NP_004295.2	52.15323624295443	-12.997099808862123	-9.344924486299707	-8.932494368840683	-4.5843344058613456	0.4780810803140388	-1.3172819041217867	-5.577831318265506	0.5268887697274325	0.4580507737655243	
BAA36547.1	-10.316584795273368	1.2591945981183608	-0.3763431981862264	1.0705010465112839	4.6795723116203405	0.8668220083108181	-2.4289508120654926	2.226161329137774	-0.7083662706670661	-4.675276964186345	
NP_006243.2	-8.043037210443462	-1.0666281896876226	-1.508554223896084	1.1198002015472512	1.4014087536101083	0.11190418931451072	0.021413846962786108	-1.884259457591074	0.7241746647777012	-0.43358151607037265	
