#	T6C.G.1_T6C.G.1_gap5	T6C.G.1_T6C.G.2_gap5	T6C.G.1_T6C.G.3_gap5	T6C.G.1_T6C.G.4_gap5	T6C.G.1_T6C.G.5_gap5	T6C.G.2_T6C.G.1_gap5	T6C.G.2_T6C.G.2_gap5	T6C.G.2_T6C.G.3_gap5	T6C.G.2_T6C.G.4_gap5	T6C.G.2_T6C.G.5_gap5	T6C.G.3_T6C.G.1_gap5	T6C.G.3_T6C.G.2_gap5	T6C.G.3_T6C.G.3_gap5	T6C.G.3_T6C.G.4_gap5	T6C.G.3_T6C.G.5_gap5	T6C.G.4_T6C.G.1_gap5	T6C.G.4_T6C.G.2_gap5	T6C.G.4_T6C.G.3_gap5	T6C.G.4_T6C.G.4_gap5	T6C.G.4_T6C.G.5_gap5	T6C.G.5_T6C.G.1_gap5	T6C.G.5_T6C.G.2_gap5	T6C.G.5_T6C.G.3_gap5	T6C.G.5_T6C.G.4_gap5	T6C.G.5_T6C.G.5_gap5
NP_055726.3	5.0	0.0	22.0	6.0	1.0	0.0	0.0	2.0	0.0	0.0	14.0	0.0	61.0	18.0	0.0	2.0	0.0	21.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0
NP_005148.2	5.0	1.0	11.0	8.0	0.0	0.0	0.0	0.0	2.0	0.0	14.0	0.0	67.0	27.0	1.0	9.0	2.0	23.0	14.0	1.0	0.0	0.0	3.0	1.0	0.0
NP_005149.3	11.0	0.0	13.0	5.0	0.0	0.0	0.0	2.0	2.0	0.0	16.0	2.0	55.0	26.0	2.0	8.0	1.0	29.0	13.0	2.0	2.0	0.0	0.0	1.0	1.0
NP_001096.1	0.0	1.0	10.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	2.0	24.0	10.0	1.0	3.0	0.0	12.0	9.0	1.0	0.0	0.0	2.0	1.0	0.0
NP_004293.1	2.0	0.0	5.0	5.0	0.0	1.0	0.0	1.0	0.0	0.0	6.0	1.0	17.0	19.0	0.0	5.0	0.0	9.0	10.0	1.0	0.0	0.0	1.0	1.0	0.0
NP_001607.1	5.0	0.0	3.0	4.0	1.0	0.0	1.0	0.0	4.0	0.0	0.0	1.0	17.0	14.0	3.0	8.0	2.0	12.0	9.0	1.0	0.0	0.0	0.0	0.0	1.0
NP_001097.2	0.0	0.0	9.0	3.0	0.0	0.0	1.0	2.0	0.0	0.0	5.0	0.0	20.0	9.0	1.0	3.0	1.0	16.0	6.0	1.0	0.0	0.0	6.0	3.0	0.0
NP_000011.1	0.0	1.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	25.0	5.0	2.0	4.0	0.0	10.0	10.0	1.0	0.0	0.0	4.0	0.0	0.0
NP_064632.2	3.0	0.0	8.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	0.0	24.0	14.0	2.0	8.0	1.0	18.0	9.0	2.0	2.0	0.0	1.0	1.0	0.0
NP_079152.3	5.0	0.0	7.0	8.0	0.0	2.0	0.0	0.0	1.0	0.0	6.0	0.0	23.0	11.0	3.0	4.0	0.0	12.0	6.0	1.0	0.0	0.0	1.0	1.0	0.0
NP_005154.2	1.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	26.0	14.0	0.0	3.0	3.0	12.0	8.0	0.0	0.0	0.0	2.0	1.0	0.0
NP_001617.1	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	19.0	15.0	0.0	2.0	0.0	20.0	11.0	0.0	0.0	0.0	2.0	1.0	0.0
NP_005456.1	1.0	0.0	7.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	22.0	15.0	0.0	1.0	0.0	15.0	6.0	1.0	0.0	0.0	1.0	0.0	1.0
NP_004295.2	10.0	0.0	15.0	9.0	2.0	2.0	0.0	1.0	2.0	0.0	23.0	3.0	67.0	47.0	4.0	16.0	1.0	41.0	19.0	3.0	1.0	0.0	2.0	2.0	0.0
BAA36547.1	1.0	0.0	5.0	2.0	1.0	2.0	0.0	1.0	0.0	0.0	2.0	2.0	28.0	13.0	2.0	3.0	1.0	13.0	13.0	0.0	0.0	0.0	3.0	0.0	0.0
NP_006243.2	1.0	0.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2.0	15.0	17.0	1.0	4.0	0.0	14.0	9.0	0.0	0.0	0.0	4.0	4.0	0.0
NP_848605.1	6.0	0.0	12.0	4.0	1.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0	30.0	23.0	0.0	5.0	1.0	20.0	9.0	2.0	0.0	0.0	1.0	5.0	0.0
NP_055655.1	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	36.0	19.0	0.0	2.0	0.0	21.0	13.0	1.0	0.0	0.0	2.0	1.0	0.0
NP_005914.1	5.0	0.0	12.0	8.0	1.0	0.0	0.0	3.0	2.0	0.0	13.0	0.0	62.0	34.0	4.0	10.0	3.0	42.0	26.0	1.0	0.0	0.0	0.0	2.0	1.0
NP_004663.3	6.0	0.0	17.0	10.0	3.0	2.0	0.0	0.0	0.0	0.0	18.0	4.0	57.0	23.0	1.0	13.0	3.0	27.0	24.0	2.0	0.0	0.0	4.0	1.0	0.0
NP_003591.2	1.0	0.0	8.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	17.0	10.0	4.0	2.0	1.0	10.0	7.0	1.0	0.0	0.0	0.0	1.0	0.0
AAH00442.2	2.0	0.0	5.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	13.0	12.0	1.0	1.0	2.0	8.0	6.0	1.0	0.0	0.0	0.0	2.0	0.0
AAC77369.1	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	8.0	15.0	1.0	2.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_001690.2	4.0	0.0	11.0	5.0	0.0	0.0	0.0	2.0	1.0	0.0	13.0	2.0	41.0	17.0	1.0	8.0	2.0	24.0	12.0	3.0	0.0	0.0	1.0	1.0	0.0
NP_060063.2	2.0	2.0	8.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	31.0	22.0	1.0	4.0	2.0	12.0	8.0	2.0	0.0	0.0	3.0	0.0	2.0
NP_001706.2	1.0	0.0	6.0	4.0	0.0	0.0	1.0	0.0	2.0	0.0	7.0	0.0	18.0	15.0	1.0	8.0	0.0	12.0	7.0	0.0	0.0	0.0	0.0	2.0	0.0
NP_004320.2	0.0	0.0	6.0	2.0	1.0	0.0	0.0	1.0	4.0	1.0	5.0	1.0	17.0	22.0	0.0	3.0	0.0	11.0	13.0	0.0	1.0	0.0	0.0	1.0	0.0
NP_001194.1	0.0	0.0	6.0	3.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	24.0	19.0	0.0	3.0	1.0	11.0	9.0	1.0	0.0	1.0	0.0	1.0	0.0
NP_001195.2	2.0	0.0	9.0	7.0	0.0	0.0	0.0	1.0	2.0	0.0	11.0	2.0	60.0	30.0	2.0	4.0	1.0	26.0	13.0	1.0	0.0	0.0	2.0	0.0	0.0
NP_001712.1	1.0	0.0	6.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	5.0	2.0	31.0	27.0	1.0	2.0	0.0	15.0	14.0	2.0	0.0	0.0	3.0	1.0	0.0
NP_004324.2	3.0	0.0	5.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	2.0	37.0	22.0	1.0	6.0	1.0	28.0	8.0	1.0	0.0	0.0	1.0	1.0	0.0
NP_005966.1	3.0	0.0	2.0	3.0	1.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	14.0	13.0	0.0	5.0	2.0	10.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_115806.1	6.0	0.0	8.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	6.0	0.0	44.0	24.0	2.0	2.0	0.0	19.0	10.0	2.0	0.0	0.0	2.0	0.0	0.0
NP_003948.2	3.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	30.0	8.0	1.0	8.0	0.0	24.0	11.0	1.0	1.0	0.0	6.0	1.0	0.0
NP_000052.1	2.0	0.0	6.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	7.0	0.0	27.0	19.0	2.0	4.0	2.0	25.0	8.0	1.0	0.0	0.0	1.0	0.0	0.0
NP_003647.1	2.0	0.0	4.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	1.0	14.0	6.0	1.0	3.0	0.0	12.0	10.0	0.0	0.0	0.0	2.0	0.0	0.0
NP_065130.1	1.0	1.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	19.0	5.0	0.0	4.0	0.0	7.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
NP_065172.1	1.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	26.0	8.0	2.0	3.0	1.0	10.0	15.0	2.0	0.0	0.0	1.0	0.0	0.0
NP_741960.1	2.0	1.0	4.0	6.0	0.0	1.0	0.0	1.0	2.0	0.0	4.0	0.0	21.0	9.0	0.0	5.0	0.0	12.0	9.0	0.0	0.0	0.0	2.0	1.0	0.0
NP_001211.3	3.0	1.0	6.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	12.0	2.0	25.0	24.0	0.0	2.0	0.0	13.0	8.0	5.0	0.0	1.0	4.0	0.0	0.0
AAD20442.1	3.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	1.0	8.0	1.0	16.0	18.0	0.0	3.0	0.0	12.0	6.0	2.0	0.0	1.0	2.0	0.0	0.0
NP_751913.1	3.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	9.0	1.0	18.0	19.0	0.0	2.0	0.0	10.0	6.0	6.0	0.0	1.0	3.0	0.0	0.0
NP_001735.1	2.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	19.0	11.0	2.0	1.0	1.0	15.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
NP_115670.1	1.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	21.0	12.0	1.0	4.0	1.0	13.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0
NP_006540.3	1.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	32.0	18.0	0.0	6.0	0.0	16.0	6.0	0.0	0.0	0.0	1.0	1.0	0.0
NP_003679.2	2.0	0.0	9.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	2.0	45.0	25.0	5.0	7.0	0.0	24.0	12.0	0.0	0.0	1.0	2.0	4.0	0.0
NP_277023.1	2.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	51.0	15.0	4.0	4.0	0.0	19.0	9.0	0.0	0.0	0.0	2.0	0.0	1.0
NP_076916.1	1.0	1.0	5.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	8.0	1.0	51.0	24.0	5.0	4.0	0.0	15.0	7.0	4.0	1.0	0.0	1.0	0.0	0.0
NP_003709.3	10.0	1.0	10.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	2.0	104.0	27.0	0.0	9.0	0.0	35.0	17.0	0.0	1.0	0.0	6.0	1.0	0.0
NP_055891.1	2.0	0.0	6.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	25.0	10.0	0.0	6.0	0.0	12.0	8.0	3.0	0.0	1.0	1.0	0.0	0.0
