protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	
NP_055726.3	20.44584741340275	14.249643299478741	-0.10029874966203588	-0.2617770385196495	-7.529658800009662	-6.780502347235531	-2.927722513233656	1.5342191995260763	3.2162131460414978	-0.9899030081439278	
NP_005148.2	31.55825238755274	13.393354496616594	-1.4311682569650055	-1.2284811637169222	-0.5827254477394209	-1.6037159785025332	2.968014937048725	-4.319042318558258	-3.076033842762181	-2.051630100110129	
NP_005149.3	24.102300379356173	2.1449353061406327	2.343242799460853	-3.1513769998444974	-4.250037444265784	-0.3491594160860724	1.4469441617285443	-2.7668967181301563	-0.8402593953782683	-1.9501510551426446	
NP_001096.1	-15.555703865447951	3.3888153536096777	0.3830911340296941	2.6038308448252505	-0.22411443452204907	-3.3520683391938797	0.6883276715089881	1.67519183784814	1.0152576380582086	-0.5227270178051506	
NP_004293.1	-21.918032954637557	-3.5580424661513983	-7.028303394582129	-0.1607017270446899	-0.5992331716117411	-0.41216996666727834	1.2329157556071066	-1.4714414305200851	-2.3653565910581773	-1.9281142617052323	
NP_001607.1	-19.64886294829461	-1.953648818216246	0.6445057886650732	0.1706451905302433	4.23617726307896	-1.6680436309297797	-0.46457777813139733	-0.680924287853545	-3.8988584989006725	-1.5437132649557395	
NP_001097.2	-14.301174309197828	1.9300477003739678	3.875685597441146	-0.763868530848282	-0.3765597469697001	-2.078185338235593	1.6627060719835605	1.88615888497734	-0.05640716682007774	-0.41459558084825715	
NP_000011.1	-14.621321327213083	9.031558952527782	1.2253204161718314	6.209610277465982	0.2911960139602347	-4.9316774640717025	2.401538526854256	2.7072933136638198	0.39196140491341297	-0.37933936395429774	
NP_064632.2	-11.195397417238986	-2.0875097638361106	0.24133393034995337	1.4114185046138146	-3.839877008619452	1.517002996815137	-4.734287101914549	-0.36830160976771587	-1.7029703456683005	2.822307231573224	
NP_079152.3	-14.878738014705588	2.429733187638264	0.975257834703538	0.07990469622585304	0.5195827414425231	-0.24105293390504529	0.009810461660187479	0.7446889573723714	-0.622653407905495	1.0225817449434886	
NP_005154.2	-14.983873204093548	4.247385917372867	0.3710653842973606	-1.655053798574276	2.1688639149540005	4.148776217374504	0.5963891508731628	0.26280237017020625	-0.523024984110925	-1.8960696428956243	
NP_001617.1	-16.787056389271683	-5.618576158769289	4.165867500056951	0.7896937203060782	3.979767662622748	0.17793397088068325	-0.9945917497574459	1.1632494544012946	2.4166847732436962	0.9934475860920945	
NP_005456.1	-16.91998594104455	0.4423418916781967	1.461018570681017	-0.1865190934064071	-1.3332337538808259	0.897423731104316	-2.3320340976389846	1.623473600171809	1.6292380310412247	-0.1618875237983399	
NP_004295.2	51.522557977062036	-10.984098102470044	-0.22148681394138056	-7.797237745543296	-1.4489858920883076	-3.341972777151093	7.7994093107360305	-1.9710141609391054	2.450199174996477	1.993527858355095	
BAA36547.1	-10.09642086788932	5.4453071324515845	0.603376633947964	0.7409834869518709	3.7587180874293495	-2.96260531859103	0.0021033378532165415	0.07566783182072588	-0.9544148397335912	0.4781254166309171	
NP_006243.2	-17.331281082655426	-6.003724980142481	-3.6471153847302458	-2.2790292251540514	-1.966339176860733	0.7351493018483057	2.8638624319184927	-0.05185299924299524	0.5777696562627799	-1.9209403968365235	
