#	T7.G.1_T7.G.1_gap5	T7.G.1_T7.G.2_gap5	T7.G.1_T7.G.3_gap5	T7.G.1_T7.G.4_gap5	T7.G.1_T7.G.5_gap5	T7.G.2_T7.G.1_gap5	T7.G.2_T7.G.2_gap5	T7.G.2_T7.G.3_gap5	T7.G.2_T7.G.4_gap5	T7.G.2_T7.G.5_gap5	T7.G.3_T7.G.1_gap5	T7.G.3_T7.G.2_gap5	T7.G.3_T7.G.3_gap5	T7.G.3_T7.G.4_gap5	T7.G.3_T7.G.5_gap5	T7.G.4_T7.G.1_gap5	T7.G.4_T7.G.2_gap5	T7.G.4_T7.G.3_gap5	T7.G.4_T7.G.4_gap5	T7.G.4_T7.G.5_gap5	T7.G.5_T7.G.1_gap5	T7.G.5_T7.G.2_gap5	T7.G.5_T7.G.3_gap5	T7.G.5_T7.G.4_gap5	T7.G.5_T7.G.5_gap5
NP_055726.3	0.0	0.0	0.0	1.0	1.0	0.0	1.0	3.0	1.0	6.0	0.0	10.0	13.0	5.0	22.0	0.0	1.0	6.0	2.0	11.0	0.0	7.0	16.0	6.0	48.0
NP_005148.2	0.0	0.0	2.0	0.0	0.0	0.0	2.0	9.0	3.0	13.0	2.0	6.0	26.0	8.0	19.0	0.0	1.0	8.0	2.0	11.0	1.0	13.0	22.0	8.0	33.0
NP_005149.3	0.0	0.0	2.0	0.0	2.0	1.0	4.0	6.0	4.0	7.0	1.0	8.0	24.0	6.0	29.0	0.0	3.0	7.0	3.0	8.0	1.0	5.0	27.0	4.0	39.0
NP_001096.1	0.0	0.0	0.0	1.0	0.0	0.0	3.0	3.0	2.0	2.0	1.0	6.0	12.0	3.0	10.0	0.0	0.0	5.0	1.0	6.0	2.0	3.0	5.0	3.0	17.0
NP_004293.1	0.0	0.0	1.0	1.0	0.0	0.0	1.0	5.0	1.0	5.0	0.0	1.0	16.0	4.0	8.0	1.0	1.0	6.0	0.0	4.0	0.0	3.0	15.0	1.0	10.0
NP_001607.1	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	18.0	4.0	14.0	0.0	3.0	5.0	1.0	2.0	1.0	1.0	11.0	1.0	12.0
NP_001097.2	1.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	2.0	1.0	6.0	12.0	6.0	8.0	0.0	1.0	4.0	2.0	3.0	0.0	7.0	9.0	6.0	13.0
NP_000011.1	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	2.0	5.0	1.0	6.0	14.0	3.0	7.0	1.0	0.0	3.0	1.0	5.0	1.0	4.0	3.0	4.0	18.0
NP_064632.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	7.0	1.0	7.0	17.0	2.0	23.0	0.0	0.0	4.0	0.0	7.0	0.0	4.0	18.0	5.0	8.0
NP_079152.3	0.0	0.0	2.0	0.0	1.0	0.0	0.0	4.0	4.0	3.0	0.0	6.0	11.0	6.0	9.0	0.0	0.0	3.0	1.0	2.0	0.0	7.0	16.0	2.0	14.0
NP_005154.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	2.0	3.0	3.0	4.0	10.0	1.0	11.0	0.0	4.0	6.0	5.0	2.0	0.0	4.0	10.0	5.0	4.0
NP_001617.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	8.0	13.0	4.0	11.0	0.0	2.0	6.0	1.0	2.0	0.0	3.0	9.0	8.0	6.0
NP_005456.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	3.0	3.0	0.0	5.0	8.0	6.0	10.0	0.0	3.0	3.0	2.0	1.0	0.0	4.0	11.0	3.0	11.0
NP_004295.2	0.0	0.0	2.0	0.0	3.0	0.0	2.0	9.0	5.0	8.0	1.0	6.0	30.0	12.0	45.0	1.0	4.0	9.0	0.0	7.0	2.0	10.0	46.0	9.0	59.0
BAA36547.1	0.0	0.0	1.0	1.0	1.0	0.0	0.0	5.0	1.0	6.0	1.0	6.0	17.0	3.0	8.0	0.0	1.0	0.0	3.0	4.0	2.0	5.0	9.0	7.0	11.0
NP_006243.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	4.0	0.0	6.0	13.0	3.0	10.0	1.0	0.0	11.0	1.0	1.0	1.0	3.0	12.0	5.0	16.0
NP_848605.1	0.0	0.0	2.0	0.0	0.0	0.0	2.0	11.0	0.0	2.0	1.0	6.0	14.0	7.0	18.0	0.0	0.0	8.0	1.0	4.0	0.0	5.0	18.0	7.0	22.0
NP_055655.1	0.0	0.0	1.0	0.0	1.0	0.0	4.0	6.0	3.0	5.0	0.0	5.0	14.0	8.0	15.0	0.0	0.0	5.0	1.0	4.0	0.0	5.0	14.0	7.0	12.0
NP_005914.1	0.0	1.0	2.0	0.0	2.0	0.0	6.0	9.0	1.0	7.0	3.0	11.0	38.0	10.0	30.0	0.0	6.0	11.0	5.0	13.0	0.0	10.0	29.0	13.0	22.0
NP_004663.3	0.0	0.0	1.0	0.0	1.0	2.0	2.0	7.0	6.0	8.0	3.0	7.0	38.0	12.0	31.0	1.0	2.0	8.0	1.0	11.0	1.0	7.0	24.0	10.0	32.0
NP_003591.2	0.0	0.0	1.0	0.0	2.0	0.0	0.0	3.0	1.0	1.0	1.0	1.0	7.0	4.0	13.0	0.0	0.0	2.0	3.0	3.0	1.0	4.0	8.0	2.0	10.0
AAH00442.2	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	2.0	2.0	6.0	4.0	8.0	0.0	0.0	3.0	1.0	3.0	0.0	2.0	13.0	3.0	8.0
AAC77369.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	3.0	0.0	4.0	8.0	2.0	4.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	6.0	1.0	4.0
NP_001690.2	0.0	0.0	1.0	1.0	1.0	2.0	0.0	5.0	1.0	7.0	2.0	7.0	22.0	8.0	19.0	0.0	2.0	2.0	3.0	10.0	0.0	6.0	18.0	7.0	24.0
NP_060063.2	0.0	1.0	0.0	1.0	0.0	0.0	2.0	5.0	2.0	4.0	2.0	6.0	11.0	3.0	16.0	0.0	0.0	3.0	1.0	3.0	2.0	1.0	21.0	2.0	25.0
NP_001706.2	1.0	0.0	2.0	0.0	0.0	0.0	1.0	7.0	1.0	6.0	0.0	5.0	12.0	3.0	13.0	0.0	1.0	5.0	0.0	0.0	0.0	2.0	12.0	5.0	8.0
NP_004320.2	0.0	0.0	4.0	0.0	2.0	0.0	1.0	3.0	1.0	3.0	0.0	6.0	16.0	3.0	8.0	0.0	0.0	6.0	1.0	3.0	1.0	2.0	16.0	2.0	11.0
NP_001194.1	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	5.0	12.0	2.0	9.0	0.0	0.0	6.0	1.0	5.0	1.0	7.0	13.0	3.0	10.0
NP_001195.2	0.0	0.0	2.0	1.0	0.0	0.0	2.0	3.0	1.0	10.0	1.0	5.0	17.0	6.0	25.0	1.0	4.0	7.0	6.0	6.0	1.0	12.0	29.0	11.0	23.0
NP_001712.1	0.0	0.0	1.0	0.0	1.0	1.0	5.0	7.0	4.0	2.0	0.0	1.0	16.0	8.0	12.0	0.0	2.0	3.0	1.0	6.0	1.0	2.0	21.0	3.0	16.0
NP_004324.2	0.0	0.0	0.0	0.0	1.0	1.0	1.0	7.0	0.0	4.0	1.0	9.0	13.0	6.0	23.0	1.0	2.0	3.0	1.0	5.0	0.0	5.0	20.0	2.0	23.0
NP_005966.1	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	3.0	4.0	2.0	3.0	20.0	2.0	12.0	0.0	1.0	3.0	1.0	1.0	1.0	1.0	12.0	1.0	4.0
NP_115806.1	0.0	0.0	1.0	0.0	1.0	0.0	4.0	5.0	4.0	3.0	0.0	4.0	13.0	3.0	18.0	0.0	6.0	2.0	4.0	2.0	0.0	2.0	22.0	8.0	28.0
NP_003948.2	0.0	0.0	0.0	0.0	0.0	1.0	2.0	4.0	1.0	5.0	0.0	9.0	16.0	4.0	23.0	0.0	3.0	1.0	3.0	5.0	1.0	7.0	9.0	3.0	15.0
NP_000052.1	0.0	0.0	2.0	0.0	1.0	0.0	3.0	6.0	3.0	5.0	2.0	8.0	11.0	6.0	16.0	0.0	0.0	6.0	2.0	5.0	0.0	3.0	15.0	1.0	15.0
NP_003647.1	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	3.0	13.0	5.0	8.0	0.0	3.0	3.0	1.0	2.0	0.0	3.0	6.0	3.0	5.0
NP_065130.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	1.0	5.0	14.0	0.0	5.0	0.0	0.0	1.0	3.0	5.0	0.0	5.0	7.0	1.0	7.0
NP_065172.1	0.0	0.0	1.0	0.0	0.0	0.0	5.0	4.0	1.0	2.0	1.0	2.0	19.0	2.0	11.0	0.0	2.0	1.0	1.0	0.0	2.0	2.0	3.0	8.0	13.0
NP_741960.1	0.0	0.0	2.0	1.0	1.0	0.0	1.0	2.0	1.0	3.0	1.0	6.0	16.0	1.0	11.0	0.0	0.0	4.0	0.0	6.0	0.0	5.0	9.0	3.0	7.0
NP_001211.3	0.0	0.0	1.0	0.0	2.0	0.0	2.0	4.0	0.0	5.0	1.0	2.0	12.0	3.0	18.0	1.0	0.0	13.0	2.0	0.0	2.0	3.0	17.0	4.0	19.0
AAD20442.1	0.0	0.0	2.0	1.0	2.0	0.0	3.0	3.0	0.0	4.0	2.0	1.0	10.0	1.0	15.0	1.0	0.0	11.0	1.0	5.0	1.0	1.0	11.0	3.0	5.0
NP_751913.1	0.0	0.0	1.0	0.0	1.0	0.0	2.0	4.0	0.0	4.0	1.0	0.0	9.0	2.0	17.0	1.0	0.0	11.0	2.0	0.0	1.0	3.0	13.0	4.0	8.0
NP_001735.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	3.0	1.0	5.0	13.0	3.0	10.0	0.0	1.0	4.0	3.0	5.0	1.0	1.0	11.0	2.0	8.0
NP_115670.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	4.0	1.0	3.0	16.0	6.0	9.0	1.0	2.0	4.0	3.0	3.0	0.0	2.0	6.0	7.0	7.0
NP_006540.3	0.0	0.0	4.0	0.0	0.0	0.0	4.0	3.0	2.0	4.0	0.0	7.0	10.0	5.0	10.0	0.0	1.0	8.0	3.0	2.0	1.0	3.0	13.0	5.0	13.0
NP_003679.2	0.0	0.0	0.0	0.0	1.0	0.0	3.0	2.0	6.0	7.0	0.0	10.0	20.0	7.0	17.0	0.0	0.0	12.0	2.0	6.0	3.0	6.0	24.0	7.0	21.0
NP_277023.1	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	4.0	8.0	0.0	7.0	11.0	4.0	13.0	0.0	7.0	6.0	9.0	8.0	1.0	2.0	13.0	8.0	14.0
NP_076916.1	0.0	1.0	0.0	0.0	0.0	0.0	5.0	5.0	8.0	2.0	0.0	7.0	8.0	8.0	12.0	0.0	6.0	10.0	10.0	10.0	2.0	3.0	14.0	3.0	16.0
NP_003709.3	0.0	0.0	0.0	0.0	0.0	1.0	10.0	8.0	6.0	12.0	0.0	7.0	28.0	7.0	33.0	0.0	9.0	11.0	3.0	7.0	2.0	16.0	29.0	8.0	55.0
NP_055891.1	0.0	1.0	0.0	0.0	1.0	0.0	3.0	6.0	2.0	2.0	0.0	6.0	12.0	3.0	14.0	0.0	1.0	3.0	2.0	2.0	1.0	3.0	5.0	2.0	15.0
NP_001789.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	4.0	8.0	5.0	5.0	0.0	0.0	4.0	1.0	1.0	0.0	3.0	6.0	2.0	7.0
NP_001249.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	5.0	7.0	5.0	4.0	0.0	1.0	3.0	0.0	1.0	0.0	4.0	6.0	5.0	6.0
NP_000066.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	3.0	1.0	0.0	2.0	9.0	2.0	6.0	0.0	0.0	1.0	2.0	5.0	0.0	0.0	8.0	0.0	7.0
NP_004926.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0	4.0	5.0	4.0	0.0	1.0	3.0	0.0	1.0	0.0	3.0	11.0	3.0	5.0
NP_001790.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0	2.0	0.0	3.0	8.0	2.0	8.0	0.0	2.0	3.0	0.0	2.0	0.0	3.0	8.0	6.0	5.0
NP_001251.1	0.0	1.0	0.0	0.0	1.0	0.0	3.0	8.0	2.0	1.0	0.0	6.0	11.0	2.0	10.0	0.0	1.0	3.0	2.0	2.0	1.0	2.0	4.0	3.0	15.0
