#	Schneider.Xr.A	Schneider.Xr.R	Schneider.Xr.N	Schneider.Xr.D	Schneider.Xr.C	Schneider.Xr.Q	Schneider.Xr.E	Schneider.Xr.G	Schneider.Xr.H	Schneider.Xr.I	Schneider.Xr.L	Schneider.Xr.K	Schneider.Xr.M	Schneider.Xr.F	Schneider.Xr.P	Schneider.Xr.S	Schneider.Xr.T	Schneider.Xr.W	Schneider.Xr.Y	Schneider.Xr.V	Grantham.Xr.A	Grantham.Xr.R	Grantham.Xr.N	Grantham.Xr.D	Grantham.Xr.C	Grantham.Xr.Q	Grantham.Xr.E	Grantham.Xr.G	Grantham.Xr.H	Grantham.Xr.I	Grantham.Xr.L	Grantham.Xr.K	Grantham.Xr.M	Grantham.Xr.F	Grantham.Xr.P	Grantham.Xr.S	Grantham.Xr.T	Grantham.Xr.W	Grantham.Xr.Y	Grantham.Xr.V	Schneider.Xd.1	Schneider.Xd.2	Schneider.Xd.3	Schneider.Xd.4	Schneider.Xd.5	Schneider.Xd.6	Schneider.Xd.7	Schneider.Xd.8	Grantham.Xd.1	Grantham.Xd.2	Grantham.Xd.3	Grantham.Xd.4	Grantham.Xd.5	Grantham.Xd.6	Grantham.Xd.7	Grantham.Xd.8
NP_055726.3	0.35212014911437883	0.14263094647671043	0.14708816355410761	0.20057476848287403	0.0579438220061636	0.5036655297458836	0.19166033432807963	0.289719110030818	0.066858256160958	0.17828868309588802	0.37440623450136484	0.21394641971506562	0.0579438220061636	0.14708816355410761	0.41897840527533686	0.35657736619177605	0.27634745879862643	0.013371651232191601	0.066858256160958	0.22731807094725723	1.1848760619639185e-05	4.799497972512075e-06	4.949482284153078e-06	6.749294023845106e-06	1.9497960513330306e-06	1.6948227215433264e-05	6.449325400563101e-06	9.748980256665153e-06	2.2497646746150353e-06	5.999372465640094e-06	1.2598682177844197e-05	7.199246958768113e-06	1.9497960513330306e-06	4.949482284153078e-06	1.409852529425422e-05	1.1998744931280189e-05	9.299027321742145e-06	4.4995293492300707e-07	2.2497646746150353e-06	7.64919989369112e-06	0.12050537884833261	0.12951420482634038	0.1259702942599089	0.12433154402335525	0.12723530238730557	0.12210707534787839	0.11922679091766639	0.12665219231181535	0.12139823174495949	0.13352149365176402	0.1256301140900662	0.12331099666974835	0.12491125428280203	0.12745533317215021	0.1210213061713745	0.12275112023282365
NP_005148.2	0.30222845703811846	0.19940846649937713	0.12463029156211071	0.13086180614021625	0.043620602046738746	0.10281999053874133	0.28041815601474906	0.27418664143664356	0.07477817493726642	0.10281999053874133	0.2991126997490657	0.25549209770232695	0.05608363120294982	0.09035696138253026	0.28041815601474906	0.37389087468633214	0.2025242237884299	0.04050484475768598	0.09347271867158304	0.1931769519212716	1.1496262505800278e-05	7.585162890424926e-06	4.740726806515579e-06	4.977763146841358e-06	1.6592543822804524e-06	3.911099615375352e-06	1.0666635314660053e-05	1.0429598974334273e-05	2.844436083909347e-06	3.911099615375352e-06	1.1377744335637388e-05	9.718489953356936e-06	2.1333270629320104e-06	3.4370269347237947e-06	1.0666635314660053e-05	1.4222180419546736e-05	7.703681060587815e-06	1.540736212117563e-06	3.555545104886684e-06	7.348126550099147e-06	0.11978644492358789	0.12924172981395848	0.12447881590574597	0.12413417887624666	0.12325795969148048	0.1238218591045007	0.1257482277700287	0.1264150266253984	0.12037926098895732	0.12992307886312818	0.12463044849361508	0.12281795011731401	0.12386631444330688	0.1230926041248495	0.12416358171770943	0.13112664273294936
NP_005149.3	0.30159850257270526	0.17143493830448508	0.13333828534793285	0.14921189074649627	0.06349442159425374	0.12698884318850748	0.25397768637701496	0.27302601285529104	0.07619330591310448	0.10159107455080597	0.3365204344495448	0.23492935989873884	0.0730185848333918	0.0952416323913806	0.2857248971741418	0.34921931876839557	0.23175463881902614	0.04127137403626493	0.10794051671023135	0.23175463881902614	1.0816875523643521e-05	6.148539771334212e-06	4.782197599926609e-06	5.35150683801311e-06	2.2772369523460047e-06	4.554473904692009e-06	9.108947809384019e-06	9.79211889508782e-06	2.7326843428152055e-06	3.6435791237536072e-06	1.2069355847433824e-05	8.425776723680216e-06	2.6188224951979052e-06	3.4158554285190066e-06	1.024756628555702e-05	1.2524803237903024e-05	8.311914876062917e-06	1.4802040190249029e-06	3.8713028189882075e-06	8.311914876062917e-06	0.12043001864971174	0.12746192425020056	0.12489069129755628	0.12246445833320213	0.12284438545908627	0.1272099371139408	0.1251796591723136	0.12634420464427593	0.12191354262681857	0.1273552849790684	0.12296756175021192	0.12283733795509202	0.12420411280152055	0.1249754585020192	0.12651928852149266	0.12922729900192917
NP_001096.1	0.15396782363485226	0.18196197338664358	0.16096636107280007	0.20295758570048705	0.14696928619690441	0.16096636107280007	0.18196197338664358	0.24494881032817403	0.08398244925537396	0.1889605108245914	0.37092248421123497	0.20295758570048705	0.09797952413126962	0.11897513644511311	0.16096636107280007	0.2519473477661219	0.2099561231384349	0.06298683694153047	0.09797952413126962	0.2799414975179132	4.996466930100087e-06	5.904915462845557e-06	5.223579063286454e-06	6.58625186240466e-06	4.7693547969137185e-06	5.223579063286454e-06	5.904915462845557e-06	7.948924661522866e-06	2.7253455982364107e-06	6.132027596031924e-06	1.2036943058877481e-05	6.58625186240466e-06	3.179569864609146e-06	3.860906264168248e-06	5.223579063286454e-06	8.176036794709233e-06	6.813363995591027e-06	2.0440091986773082e-06	3.179569864609146e-06	9.084485327454702e-06	0.12257494965218924	0.1286878949621541	0.12414119223709102	0.12172006850619152	0.1202712291862264	0.12557699538137052	0.12625786559236488	0.12377126704446466	0.12578927995756095	0.12934794539488476	0.12192823742611275	0.12580510967324401	0.11899183652250628	0.12412650118565026	0.1281611936541327	0.12584966907377518
NP_004293.1	0.23197304338418606	0.2115048336738167	0.12280925826221616	0.18421388739332423	0.11598652169209303	0.10916378512196992	0.2046820971036936	0.25926398966467856	0.10916378512196992	0.21832757024393984	0.3479595650762791	0.15692294111283175	0.10916378512196992	0.1023410485518468	0.1364547314024624	0.21832757024393984	0.15010020454270864	0.0682273657012312	0.12963199483233928	0.25926398966467856	7.85428272668817e-06	7.161257780215685e-06	4.1581496788349145e-06	6.237224518252371e-06	3.927141363344085e-06	3.696133047853257e-06	6.930249464724857e-06	8.778315988651486e-06	3.696133047853257e-06	7.392266095706514e-06	1.1781424090032256e-05	5.313191256289057e-06	3.696133047853257e-06	3.4651247323624285e-06	4.620166309816571e-06	7.392266095706514e-06	5.082182940798228e-06	2.3100831549082855e-06	4.389157994325743e-06	8.778315988651486e-06	0.12296884548195963	0.1213137239578764	0.12310696837245341	0.12366918710995692	0.12231941989016422	0.1264471877960144	0.12730719305840468	0.12604473776304717	0.12364001650785424	0.12584526808919277	0.11733709322467627	0.12731838501624623	0.12032347632401551	0.12231280443286477	0.13288464588215548	0.13033807951467927
NP_001607.1	0.2595476101274751	0.14343420559676257	0.13660400533025005	0.1912456074623501	0.12977380506373756	0.12294360479722505	0.2595476101274751	0.2185664085284001	0.09562280373117504	0.1912456074623501	0.31418921225957513	0.2185664085284001	0.10928320426420005	0.13660400533025005	0.2049060079953751	0.17075500666281257	0.16392480639630008	0.07513220293163753	0.11611340453071255	0.2458872095944501	8.639638452047801e-06	4.774537039289574e-06	4.547178132656737e-06	6.366049385719432e-06	4.3198192260239005e-06	4.092460319391063e-06	8.639638452047801e-06	7.27548501225078e-06	3.183024692859716e-06	6.366049385719432e-06	1.0458509705110496e-05	7.27548501225078e-06	3.63774250612539e-06	4.547178132656737e-06	6.820767198985106e-06	5.683972665820922e-06	5.4566137591880845e-06	2.5009479729612054e-06	3.865101412758227e-06	8.184920638782126e-06	0.11502897226835826	0.12436582393073953	0.13116268940485146	0.130395218733045	0.1266169985158399	0.11807841489826677	0.1246325254926261	0.12288915648976036	0.12476979342306158	0.12856911990413095	0.12259524189646247	0.12860056364091824	0.1256212752642922	0.11782420618433505	0.12703669813753493	0.12498287419035789
NP_001097.2	0.2190059473354608	0.18582322804220916	0.11282124559705556	0.15927705260760786	0.1260943333143562	0.0995481578797549	0.30528101749791503	0.2455521227700621	0.11282124559705556	0.13273087717300655	0.37828299994306863	0.15927705260760786	0.06636543858650328	0.11282124559705556	0.2190059473354608	0.1924597719008595	0.15927705260760786	0.09291161402110458	0.09291161402110458	0.22564249119411112	7.532457702625052e-06	6.391176232530347e-06	3.880356998321996e-06	5.478151056454583e-06	4.336869586359878e-06	3.4238444102841144e-06	1.0499789524871285e-05	8.445482878700815e-06	3.880356998321996e-06	4.56512588037882e-06	1.3010608759079635e-05	5.478151056454583e-06	2.28256294018941e-06	3.880356998321996e-06	7.532457702625052e-06	6.619432526549288e-06	5.478151056454583e-06	3.1955881162651734e-06	3.1955881162651734e-06	7.760713996643993e-06	0.11962432622364032	0.1218566279623097	0.135238736840194	0.12889163588712294	0.12678198809743157	0.11807179040836183	0.12157533141431692	0.12132301930797242	0.12767899276523417	0.12593486359700604	0.12503382187636627	0.12684747791175255	0.12432955990680022	0.11896115447650994	0.12658975373017578	0.12462414747986106
NP_000011.1	0.1993994672493165	0.24065452943883028	0.1100134991720367	0.16502024875805504	0.12376518656854128	0.15814440505980276	0.1993994672493165	0.26815790423183944	0.13064103026679358	0.1375168739650459	0.4194264655933899	0.13064103026679358	0.06875843698252294	0.08251012437902752	0.19252362355106423	0.2269028420423257	0.19252362355106423	0.06875843698252294	0.07563428068077523	0.26815790423183944	6.904106014690509e-06	8.332541741867856e-06	3.8091619391395914e-06	5.713742908709387e-06	4.28530718153204e-06	5.4756702875131625e-06	6.904106014690509e-06	9.284832226652754e-06	4.5233798027282645e-06	4.761452423924489e-06	1.4522429892969691e-05	4.5233798027282645e-06	2.3807262119622445e-06	2.8568714543546935e-06	6.666033393494285e-06	7.856396499475407e-06	6.666033393494285e-06	2.3807262119622445e-06	2.618798833158469e-06	9.284832226652754e-06	0.12363730962744107	0.12728937894096506	0.12139703736053278	0.1237258147999408	0.11760970438702381	0.12470572360184401	0.12913815716971982	0.12562103041428033	0.11859068626575714	0.13159366526846616	0.12215199079896935	0.12332185585226546	0.11805040425921444	0.12839239796028903	0.13295779758065843	0.12494096394175887
NP_064632.2	0.36155870346495195	0.2148392295951164	0.11003960540237669	0.15719943628910954	0.04715983088673287	0.16767939870838353	0.25675907927221225	0.2462791168529383	0.11003960540237669	0.14671947386983558	0.3248788349974931	0.1729193799180205	0.10479962419273971	0.20959924838547941	0.18339934233729446	0.20959924838547941	0.11003960540237669	0.01047996241927397	0.07335973693491779	0.1729193799180205	1.3655328620925604e-05	8.114035847216663e-06	4.155969580281705e-06	5.937099400402436e-06	1.781129820120731e-06	6.332906027095932e-06	9.697262353990646e-06	9.30145572729715e-06	4.155969580281705e-06	5.541292773708941e-06	1.2270005427498368e-05	6.53080934044268e-06	3.958066266934957e-06	7.916132533869914e-06	6.926615967136176e-06	7.916132533869914e-06	4.155969580281705e-06	3.9580662669349577e-07	2.7706463868544704e-06	6.53080934044268e-06	0.12462621655137247	0.1281209256034857	0.12826385080696165	0.12051596481057071	0.12292728678766658	0.12089433232576	0.12772695290025599	0.12168448900428983	0.12786277780059166	0.12855098657275496	0.12752359131184665	0.12027585742847403	0.12326215905588246	0.12352218421928876	0.12849515804805983	0.12050708765978838
NP_079152.3	0.35655024130826896	0.2737796495759922	0.05730271735311465	0.184642089248925	0.08277059173227672	0.24194480660203965	0.20374299503329654	0.3183484297395259	0.07003665454269568	0.10187149751664827	0.40111902147180256	0.1082384661114388	0.06366968594790517	0.16554118346455343	0.184642089248925	0.20374299503329654	0.13370634049060084	0.06366968594790517	0.05730271735311465	0.1910090578437155	1.252170979385755e-05	9.614884305997762e-06	2.012417645441392e-06	6.484456857533374e-06	2.9068254878597885e-06	8.496874502974766e-06	7.155262739347172e-06	1.1180098030229956e-05	2.45962156665059e-06	3.577631369673586e-06	1.4086923518089745e-05	3.8012333302781852e-06	2.2360196060459914e-06	5.813650975719577e-06	6.484456857533374e-06	7.155262739347172e-06	4.6956411726965815e-06	2.2360196060459914e-06	2.012417645441392e-06	6.708058818137974e-06	0.12559077119872084	0.13137956938274933	0.12916926159104006	0.1162479929046757	0.1236003033720462	0.12044614596869546	0.13039318842089473	0.11680579856638722	0.12812942403466615	0.1290066816067062	0.1292180749002618	0.12003069518274397	0.12545599427328546	0.12461569810533338	0.12525609412050495	0.11828711417453747
