protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	
NP_055726.3	3.9857576466344704	16.02762841754982	-7.57710102048375	1.8216592663576563	2.105807542057477	-1.7759171074833255	1.6381441349703019	-8.544999811457563	-5.765017332662053	0.3647915692875092	
NP_005148.2	12.924110235153478	7.0551328932720905	-3.2675526512091957	6.864307094246128	-2.025117574711618	2.8978392804571875	-0.9901987615092755	1.4338221690739394	1.8693014929258325	-0.48461635324325275	
NP_005149.3	12.092693001145209	2.052658493713693	-7.312864300511052	-0.9400759899935234	-6.316296762422934	1.4911971131254895	0.771759082360779	-1.4487752425488911	-0.20038215394475725	-5.415562566127361	
NP_001096.1	-10.554501700615576	-0.20728845818949077	-2.016283702449838	0.03430661450491201	0.31934956833195133	-1.8223764326852836	-2.8827576951458225	-1.5402494337323265	-2.673211951785367	1.5035594520712254	
NP_004293.1	-9.271750719778398	-2.863179649003277	1.0080088823263738	0.2664051970370251	-5.784744661156229	2.6875838648018258	-1.142278710714463	-1.286910774519102	-1.3962768031939115	1.565646473648402	
NP_001607.1	-8.623920643761684	-6.29116921756012	-0.16050253365306572	3.5476879865694992	2.230557243315423	2.2666661145522804	-0.13826482260836642	2.6569271386722795	1.568955202228685	0.5245162131749371	
NP_001097.2	-10.91902366156239	0.12057981893601716	-2.3151492810113123	-1.9985427719853692	5.359423361925443	1.308015175501708	-2.286041521770854	-1.6128860861175598	-1.1453130874904556	2.066352178493326	
NP_000011.1	-11.696030578278528	0.17899931094112947	-4.665526660285241	2.7299965483824122	3.066709385485001	-2.412410802080271	-2.5307810941442703	-1.0671499768222812	-2.390649895543218	0.5980556221789752	
NP_064632.2	-5.1521401912833085	-1.0796375113235206	-3.2637315845795443	-2.9595957935273636	0.6628592606494826	1.1903922623712997	3.0891467179672496	2.24821866353832	0.9106923544322052	0.9627538200372616	
NP_079152.3	-10.93573137539252	2.087253787452569	-4.040101025819747	0.0517149591055259	0.8399386257137097	0.8762521003717061	0.5228369091461355	2.49549155249203	-0.15171788902982158	2.360640107486415	
NP_005154.2	-10.106220208217959	-2.5769494870406477	3.961499155969651	-1.3038168397188834	-0.781747119829149	-3.085509386138546	-1.2203240168106115	0.012696695198454368	-1.9074384221293987	-1.9673813709421109	
NP_001617.1	-9.1739182315092	-4.20948552184952	3.162986017864938	-5.445886424669325	2.4926742793800627	-3.884525252775739	0.2930847490621272	-2.9705281715314364	0.5251341631944527	0.26679632090096456	
NP_005456.1	-12.688092185280363	-1.1028113784855296	-0.46832653259935	-4.304200893478018	-2.292954852292767	-1.079800375319061	-0.8388214809489717	2.256900368031641	-2.139221279830322	-0.30840453484916686	
NP_004295.2	29.816192688922875	3.312032052349181	-13.142208222452327	-4.019749474145971	-5.471352024175415	-3.5668994748656013	3.481898593375167	2.495467766272492	8.7031600668736	0.7911425889323773	
